"","Article.Title","Key.Author","Date.Published","News.Outlet","Preview","Link","All.Authors"
"158","
        
            NC regulators tell Chemours it may have to provide water filters to thousands of homes
        
    ","Adam Wagner","2021-11-04","heraldonline","This 2017 photo shows the Fayetteville Works plant near Fayetteville. Delaware-based Chemours Co. has been sued over an unregulated chemical with unknown health risks that flowed from the company’s plant near Fayetteville into the Cape Fear River.","<a href='https://www.heraldonline.com/news/state/north-carolina/article255513036.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"159","
        
            Environmental justice leaders awed by NC pig farms, landfill | Raleigh News & Observer
        
    ","Adam Wagner","2021-11-03","raleighno","CLINTON As a four-seat plane flew over Sampson County’s landfill last Wednesday, the stench reached 2,000 feet into the air and filled the cabin.  Richard Moore, the co-chair of the White House’s Environmental Justice Advisory Council and a longtime environmental justice advocate who is based in New Mexico, was one of the passengers on that plane.","<a href='https://www.newsobserver.com/news/politics-government/article255330071.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"160","
        
            NC regulators tell Chemours it may have to provide water filters to thousands of homes
        
    ","Adam Wagner","2021-11-03","raleighno","This 2017 photo shows the Fayetteville Works plant near Fayetteville. Delaware-based Chemours Co. has been sued over an unregulated chemical with unknown health risks that flowed from the company’s plant near Fayetteville into the Cape Fear River.","<a href='https://www.newsobserver.com/news/politics-government/article255513036.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"161","
        
            Minnesota company withdraws Pitt County crypto proposal due to community concerns
        
    ","Adam Wagner","2021-11-03","charlotteobserver","GREENVILLE Amid staunch opposition from the surrounding community, a Minnesota company on Monday withdrew a permit application that would have allowed it to build a data center primarily used to mine crypto currency in a diverse rural community just outside Greenville.  Compute North was seeking a special use permit to build 89 modular containers filled with computer hardware that would run virtually constantly, requiring 1,246 high-powered fans to prevent them from overheating.","<a href='https://www.charlotteobserver.com/news/politics-government/article255373581.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"162","
        
            Minnesota company withdraws Pitt County crypto proposal due to community concerns
        
    ","Adam Wagner","2021-11-03","theheraldsun","GREENVILLE Amid staunch opposition from the surrounding community, a Minnesota company on Monday withdrew a permit application that would have allowed it to build a data center primarily used to mine crypto currency in a diverse rural community just outside Greenville.  Compute North was seeking a special use permit to build 89 modular containers filled with computer hardware that would run virtually constantly, requiring 1,246 high-powered fans to prevent them from overheating.","<a href='https://www.heraldsun.com/news/politics-government/article255373581.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"163","
        
            Minnesota company withdraws Pitt County crypto proposal due to community concerns
        
    ","Adam Wagner","2021-11-02","heraldonline","GREENVILLE Amid staunch opposition from the surrounding community, a Minnesota company on Monday withdrew a permit application that would have allowed it to build a data center primarily used to mine crypto currency in a diverse rural community just outside Greenville.  Compute North was seeking a special use permit to build 89 modular containers filled with computer hardware that would run virtually constantly, requiring 1,246 high-powered fans to prevent them from overheating.","<a href='https://www.heraldonline.com/news/state/north-carolina/article255373581.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"164","
        
            Minnesota company withdraws Pitt County crypto proposal due to community concerns
        
    ","Adam Wagner","2021-11-02","raleighno","GREENVILLE Amid staunch opposition from the surrounding community, a Minnesota company on Monday withdrew a permit application that would have allowed it to build a data center primarily used to mine crypto currency in a diverse rural community just outside Greenville.  Compute North was seeking a special use permit to build 89 modular containers filled with computer hardware that would run virtually constantly, requiring 1,246 high-powered fans to prevent them from overheating.","<a href='https://www.newsobserver.com/news/politics-government/article255373581.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"165","
        
            Donna Chavis explains the Principles of Environmental Justice
        
    ","Adam Wagner","2021-10-29","raleighno","Search          eEdition  Raleigh's Best    Coronavirus                                                Classifieds      Jobs  Legals  Mobile & Apps  Archives        North Carolina        Donna Chavis, Robeson County resident and member of the Lumbee Tribe, was one of the organizers of The First National People of Color Environmental Leadership Summit in 1991. She explains the principles that are foundational to environmental justice.","<a href='https://www.newsobserver.com/news/state/north-carolina/article255390706.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"166","
        
            Interior seeks to lease Wilmington-area offshore wind farm | Raleigh News & Observer
        
    ","Adam Wagner","2021-10-28","raleighno","The Department of the Interior announced Thursday that it is forging ahead with the lease of a nearly 200-square mile portion of the Atlantic Ocean off of the Brunswick County coastline for the development of offshore wind.  On Nov. 1, the Department of the Interior will publish a notice in the Federal Register proposing the lease sale of a large portion of the Wilmington East Wind Energy Area, starting a 60-day public comment period that will last until January 3.","<a href='https://www.newsobserver.com/news/politics-government/article255356141.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"167","
        
            NC bill would prevent governments from banning natural gas | Raleigh News & Observer
        
    ","Adam Wagner","2021-10-27","raleighno","A bill working its way through the N.C. General Assembly would prevent local governments from banning natural gas in new construction or renovations even though no North Carolina governments have taken such an action.   House Bill 220 also revives a provision from earlier in the session that would limit the public’s ability to review records about electric, water and other critical infrastructure, as well as state prisons.","<a href='https://www.newsobserver.com/news/politics-government/article255214321.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
