"","Article Title","Key Author","Date Published","News Outlet","Preview","Link","All Authors"
"1675","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"citizen-times","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.citizen-times.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1676","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"the-dispatch","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.the-dispatch.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Lexington Dispatch
        
    
"
"1677","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"thetimesnews","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.thetimesnews.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1678","
        
            NC's dirty secret: Vehicles account for more greenhouse gas emissions than power plants
        
    ","Gareth McGrath",2022-02-16,"gastongazette","When the boilers from the old coal-fired Sutton Plant just outside Wilmington went down in a heap of rubble in November 2016, it joined a burgeoning revolution in recent years that has seen countries, states and even cities racing to reduce their greenhouse gas emissions in the face of increasingly alarming predictions from climatologists.","<a href='https://www.gastongazette.com/story/news/2022/02/14/wilmington-nc-vehicles-emit-polluting-greenhouse-gases-power-plants/6667836001/#new_tab'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1679","
        
            NC's dirty secret: Vehicles account for more greenhouse gas emissions than power plants
        
    ","Gareth McGrath",2022-02-14,"starnews","When the boilers from the old coal-fired Sutton Plant just outside Wilmington went down in a heap of rubble in November 2016, it joined a burgeoning revolution in recent years that has seen countries, states and even cities racing to reduce their greenhouse gas emissions in the face of increasingly alarming predictions from climatologists.","<a href='https://www.starnewsonline.com/story/news/2022/02/14/wilmington-nc-vehicles-emit-polluting-greenhouse-gases-power-plants/6667836001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1680","
        
            NC's dirty secret: Vehicles account for more greenhouse gas emissions than power plants
        
    ","Gareth McGrath",2022-02-14,"newbernsj","When the boilers from the old coal-fired Sutton Plant just outside Wilmington went down in a heap of rubble in November 2016, it joined a burgeoning revolution in recent years that has seen countries, states and even cities racing to reduce their greenhouse gas emissions in the face of increasingly alarming predictions from climatologists.","<a href='https://www.newbernsj.com/story/news/2022/02/14/wilmington-nc-vehicles-emit-polluting-greenhouse-gases-power-plants/6667836001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1681","
        
            NC's dirty secret: Vehicles account for more greenhouse gas emissions than power plants
        
    ","Gareth McGrath",2022-02-14,"shelbystar","When the boilers from the old coal-fired Sutton Plant just outside Wilmington went down in a heap of rubble in November 2016, it joined a burgeoning revolution in recent years that has seen countries, states and even cities racing to reduce their greenhouse gas emissions in the face of increasingly alarming predictions from climatologists.","<a href='https://www.shelbystar.com/story/news/2022/02/14/wilmington-nc-vehicles-emit-polluting-greenhouse-gases-power-plants/6667836001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Shelby Star
        
    
"
"1682","
        
            NC's dirty secret: Vehicles account for more greenhouse gas emissions than power plants
        
    ","Gareth McGrath",2022-02-14,"courier-tribune","When the boilers from the old coal-fired Sutton Plant just outside Wilmington went down in a heap of rubble in November 2016, it joined a burgeoning revolution in recent years that has seen countries, states and even cities racing to reduce their greenhouse gas emissions in the face of increasingly alarming predictions from climatologists.","<a href='https://www.courier-tribune.com/story/news/2022/02/14/wilmington-nc-vehicles-emit-polluting-greenhouse-gases-power-plants/6667836001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1683","
        
            NC's dirty secret: Vehicles account for more greenhouse gas emissions than power plants
        
    ","Gareth McGrath",2022-02-14,"thetimesnews","When the boilers from the old coal-fired Sutton Plant just outside Wilmington went down in a heap of rubble in November 2016, it joined a burgeoning revolution in recent years that has seen countries, states and even cities racing to reduce their greenhouse gas emissions in the face of increasingly alarming predictions from climatologists.","<a href='https://www.thetimesnews.com/story/news/2022/02/14/wilmington-nc-vehicles-emit-polluting-greenhouse-gases-power-plants/6667836001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1684","
        
            NC's dirty secret: Vehicles account for more greenhouse gas emissions than power plants
        
    ","Gareth McGrath",2022-02-14,"fayobserver","When the boilers from the old coal-fired Sutton Plant just outside Wilmington went down in a heap of rubble in November 2016, it joined a burgeoning revolution in recent years that has seen countries, states and even cities racing to reduce their greenhouse gas emissions in the face of increasingly alarming predictions from climatologists.","<a href='https://www.fayobserver.com/story/news/2022/02/14/wilmington-nc-vehicles-emit-polluting-greenhouse-gases-power-plants/6667836001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
